regionid,geom
11,0103000020110F00000100000009000000EFFB2CE82B3D1D41AECE9EE3EF2759419F9B00C7DF3A1D41B394B12597275941EFFB2CE853351D41AECE9E63722759413F5C5909C82F1D41B394B12597275941EFFB2CE87B2D1D41AECE9EE3EF2759413F5C5909C82F1D41A9088CA148285941EFFB2CE853351D41AECE9E636D2859419F9B00C7DF3A1D41A9088CA148285941EFFB2CE82B3D1D41AECE9EE3EF275941
12,0103000020110F00000100000005000000B1368FF2E7C71D416D22250D05235941B1368FF247C61D416D22250DEB225941B1368FF2A7C41D416D22250D05235941B1368FF247C61D416D22250D1F235941B1368FF2E7C71D416D22250D05235941
13,0103000020110F000001000000210000003A182488BD351D410ECBA1182D2C5941EDDEF8DBA5351D41B6F602131E2C594154C15AC05F351D41841A2DA10F2C5941ED4401E7ED341D4142483B51022C59415C82F6AF54341D416CA424A6F62B5941F5448CFE99331D4143F8B312ED2B5941DC206FFFC4321D417C601EF5E52B5941B35D11E2DD311D41A37E6493E12B59413A182488ED301D410ECBA118E02B5941C1D2362EFD2F1D41A37E6493E12B5941980FD910162F1D417C601EF5E52B59417FEBBB11412E1D4143F8B312ED2B594118AE5160862D1D416CA424A6F62B594187EB4629ED2C1D4142483B51022C5941206FED4F7B2C1D41841A2DA10F2C594187514F34352C1D41B6F602131E2C59413A1824881D2C1D410ECBA1182D2C594187514F34352C1D41669F401E3C2C5941206FED4F7B2C1D41987B16904A2C594187EB4629ED2C1D41DA4D08E0572C594118AE5160862D1D41B0F11E8B632C59417FEBBB11412E1D41D99D8F1E6D2C5941980FD910162F1D41A035253C742C5941C1D2362EFD2F1D417917DF9D782C59413A182488ED301D410ECBA1187A2C5941B35D11E2DD311D417917DF9D782C5941DC206FFFC4321D41A035253C742C5941F5448CFE99331D41D99D8F1E6D2C59415C82F6AF54341D41B0F11E8B632C5941ED4401E7ED341D41DA4D08E0572C594154C15AC05F351D41987B16904A2C5941EDDEF8DBA5351D41669F401E3C2C59413A182488BD351D410ECBA1182D2C5941
14,0103000020110F0000010000000D0000008FCD7E2FC7621D416E1F13846D25594150E7D911DE611D416E1F1324372559418FCD7E2F615F1D41D26DED550F2559418FCD7E2FFB5B1D416E1F13C4002559418FCD7E2F95581D41D26DED550F255941CEB3234D18561D416E1F1324372559418FCD7E2F2F551D416E1F13846D255941CEB3234D18561D416E1F13E4A32559418FCD7E2F95581D410AD138B2CB2559418FCD7E2FFB5B1D416E1F1344DA2559418FCD7E2F615F1D410AD138B2CB25594150E7D911DE611D416E1F13E4A32559418FCD7E2FC7621D416E1F13846D255941
15,0103000020110F000001000000510000006CE09F2120C91D414C73A9D35E2B59415B4F0ACC16C91D41EBC379FA4F2B5941A02605DAFAC81D418A96B938412B5941E3C4AB77CCC81D41FB6FB3A5322B59418EBF33EE8BC81D411B156858242B59417B5679A339C81D416A3C6A67162B594129AF5E19D6C71D4159EDBAE8082B59412BD5FEEC61C71D4192C5A6F1FB2A594177C3B5D5DDC61D41EE5AA496EF2A5941D0FDFEA34AC61D414AEF33EBE32A594133832C40A9C51D4120A9C001D92A59418420F8A8FAC41D41768183EBCE2A59414D66F1F13FC41D411B1568B8C52A59410CBCCA417AC31D410084F376BD2A5941963F88D0AAC21D4160862D34B62A5941944E93E5D2C11D41EBDB8BFBAF2A594177C3B5D5F3C01D415A35E0D6AA2A5941781500010FC01D4105B548CEA62A594192AC9DD025BF1D41E91E23E8A32A59417DD69AB439BE1D415DCC0229A22A59416CE09F214CBD1D414C73A993A12A59415BEAA48E5EBC1D415DCC0229A22A59414614A27272BB1D41E91E23E8A32A594160AB3F4289BA1D4105B548CEA62A594161FD896DA4B91D415A35E0D6AA2A59414472AC5DC5B81D41EBDB8BFBAF2A59414281B772EDB71D4160862D34B62A5941CC0475011EB71D410084F376BD2A59418B5A4E5158B61D411B1568B8C52A594154A0479A9DB51D41768183EBCE2A5941A53D1303EFB41D4120A9C001D92A594108C3409F4DB41D414AEF33EBE32A594161FD896DBAB31D41EE5AA496EF2A5941ADEB405636B31D4192C5A6F1FB2A5941AF11E129C2B21D4159EDBAE8082B59415D6AC69F5EB21D416A3C6A67162B59414A010C550CB21D411B156858242B5941F5FB93CBCBB11D41FB6FB3A5322B5941389A3A699DB11D418A96B938412B59417D71357781B11D41EBC379FA4F2B59416CE09F2178B11D414C73A9D35E2B59417D71357781B11D41AD22D9AC6D2B5941389A3A699DB11D410E50996E7C2B5941F5FB93CBCBB11D419D769F018B2B59414A010C550CB21D417DD1EA4E992B59415D6AC69F5EB21D412EAAE83FA72B5941AF11E129C2B21D413FF997BEB42B5941ADEB405636B31D410621ACB5C12B594161FD896DBAB31D41AA8BAE10CE2B594108C3409F4DB41D414EF71EBCD92B5941A53D1303EFB41D41783D92A5E42B594154A0479A9DB51D412265CFBBEE2B59418B5A4E5158B61D417DD1EAEEF72B5941CC0475011EB71D4198625F30002C59414281B772EDB71D4138602573072C59414472AC5DC5B81D41AD0AC7AB0D2C594161FD896DA4B91D413EB172D0122C594160AB3F4289BA1D4193310AD9162C59414614A27272BB1D41AFC72FBF192C59415BEAA48E5EBC1D413B1A507E1B2C59416CE09F214CBD1D414C73A9131C2C59417DD69AB439BE1D413B1A507E1B2C594192AC9DD025BF1D41AFC72FBF192C5941781500010FC01D4193310AD9162C594177C3B5D5F3C01D413EB172D0122C5941944E93E5D2C11D41AD0AC7AB0D2C5941963F88D0AAC21D4138602573072C59410CBCCA417AC31D4198625F30002C59414D66F1F13FC41D417DD1EAEEF72B59418420F8A8FAC41D412265CFBBEE2B594133832C40A9C51D41783D92A5E42B5941D0FDFEA34AC61D414EF71EBCD92B594177C3B5D5DDC61D41AA8BAE10CE2B59412BD5FEEC61C71D410621ACB5C12B594129AF5E19D6C71D413FF997BEB42B59417B5679A339C81D412EAAE83FA72B59418EBF33EE8BC81D417DD1EA4E992B5941E3C4AB77CCC81D419D769F018B2B5941A02605DAFAC81D410E50996E7C2B59415B4F0ACC16C91D41AD22D9AC6D2B59416CE09F2120C91D414C73A9D35E2B5941
16,0103000020110F0000010000000D000000DC2A5FD67E701D4121548DB2633059416087176878701D4121548D3262305941DC2A5FD666701D4159CE711961305941DC2A5FD64E701D4121548DB260305941DC2A5FD636701D4159CE71196130594158CEA64425701D4121548D3262305941DC2A5FD61E701D4121548DB26330594158CEA64425701D4121548D3265305941DC2A5FD636701D41E9D9A84B66305941DC2A5FD64E701D4121548DB266305941DC2A5FD666701D41E9D9A84B663059416087176878701D4121548D3265305941DC2A5FD67E701D4121548DB263305941
17,0103000020110F000001000000210000000E9C52AA96FF1C417B866443272D5941A44F16228FFF1C41EB42C97B222D594139467BD378FF1C41ACC233E31D2D59410113F69954FF1C41512EDBA6192D5941A503E7D923FF1C4102406BF0152D5941A71EE872E8FE1C410C4F6AE4122D5941FCD85EADA4FE1C41D8FBD1A0102D594112D506245BFE1C41424BE83B0F2D59410E9C52AA0EFE1C417B8664C30E2D59410A639E30C2FD1C41424BE83B0F2D5941205F46A778FD1C41D8FBD1A0102D59417519BDE134FD1C410C4F6AE4122D59417734BE7AF9FC1C4102406BF0152D59411B25AFBAC8FC1C41512EDBA6192D5941E3F12981A4FC1C41ACC233E31D2D594178E88E328EFC1C41EB42C97B222D59410E9C52AA86FC1C417B866443272D594178E88E328EFC1C410BCAFF0A2C2D5941E3F12981A4FC1C414A4A95A3302D59411B25AFBAC8FC1C41A5DEEDDF342D59417734BE7AF9FC1C41F4CC5D96382D59417519BDE134FD1C41EABD5EA23B2D5941205F46A778FD1C411E11F7E53D2D59410A639E30C2FD1C41B4C1E04A3F2D59410E9C52AA0EFE1C417B8664C33F2D594112D506245BFE1C41B4C1E04A3F2D5941FCD85EADA4FE1C411E11F7E53D2D5941A71EE872E8FE1C41EABD5EA23B2D5941A503E7D923FF1C41F4CC5D96382D59410113F69954FF1C41A5DEEDDF342D594139467BD378FF1C414A4A95A3302D5941A44F16228FFF1C410BCAFF0A2C2D59410E9C52AA96FF1C417B866443272D5941
18,0103000020110F0000010000006500000061846B6427661E4162DC1CE32D2E5941188F2EA61F661E412D6DDF7C1E2E5941995E4A7308661E417CE530260F2E59419F192FE3E1651E41D77490EEFF2D59413AB0D21CAC651E41ABEA5DE5F02D5941FC7E895667651E41E72DCA19E22D5941286BCFD513651E41F4E3C79AD32D59414DAF01EFB1641E419556FC76C52D5941489F090542641E41F8A7B0BCB72D5941BEB9F888C4631E41D163C379AA2D59410B6C96F939631E41377C9ABB9D2D59410CFCDFE2A2621E414BC0158F912D594130197BDDFF611E416DDA8100862D5941B5A31B8E51611E4115E38B1B7B2D5941D545DDA498601E41E79435EB702D5941178791DCD55F1E41E72DCA79672D5941750D03FA095F1E410C09D4D05E2D594108CB2ECB355E1E41B4FA12F9562D59412DE173265A5D1E41B37973FA4F2D5941460BBBE9775C1E41F69D06DC492D59410B6C96F98F5B1E41B8FCFAA3442D5941CC9F5A40A35A1E41A4699657402D594114FD31ADB2591E410EA330FB3C2D5941BCF22A33BF581E41BFEE2E923A2D5941AF7742C8C9571E41B7AB001F392D594161846B64D3561E4162DC1CA3382D594113919400DD551E41B7AB001F392D59410616AC95E7541E41BFEE2E923A2D5941AE0BA51BF4531E410EA330FB3C2D5941F6687C8803531E41A4699657402D5941B79C40CF16521E41B8FCFAA3442D59417CFD1BDF2E511E41F69D06DC492D5941952763A24C501E41B37973FA4F2D5941BA3DA8FD704F1E41B4FA12F9562D59414DFBD3CE9C4E1E410C09D4D05E2D5941AB8145ECD04D1E41E72DCA79672D5941EDC2F9230E4D1E41E79435EB702D59410D65BB3A554C1E4115E38B1B7B2D594192EF5BEBA64B1E416DDA8100862D5941B60CF7E5034B1E414BC0158F912D5941B79C40CF6C4A1E41377C9ABB9D2D5941044FDE3FE2491E41D163C379AA2D59417A69CDC364491E41F8A7B0BCB72D59417559D5D9F4481E419556FC76C52D59419A9D07F392481E41F4E3C79AD32D5941C6894D723F481E41E72DCA19E22D5941885804ACFA471E41ABEA5DE5F02D594123EFA7E5C4471E41D77490EEFF2D594129AA8C559E471E417CE530260F2E5941AA79A82287471E412D6DDF7C1E2E594161846B647F471E4162DC1CE32D2E5941AA79A82287471E41974B5A493D2E594129AA8C559E471E4148D308A04C2E594123EFA7E5C4471E41ED43A9D75B2E5941885804ACFA471E4119CEDBE06A2E5941C6894D723F481E41DD8A6FAC792E59419A9D07F392481E41D0D4712B882E59417559D5D9F4481E412F623D4F962E59417A69CDC364491E41CC108909A42E5941044FDE3FE2491E41F354764CB12E5941B79C40CF6C4A1E418D3C9F0ABE2E5941B60CF7E5034B1E4179F82337CA2E594192EF5BEBA64B1E4157DEB7C5D52E59410D65BB3A554C1E41AFD5ADAAE02E5941EDC2F9230E4D1E41DD2304DBEA2E5941AB8145ECD04D1E41DD8A6F4CF42E59414DFBD3CE9C4E1E41B8AF65F5FC2E5941BA3DA8FD704F1E4110BE26CD042F5941952763A24C501E41113FC6CB0B2F59417CFD1BDF2E511E41CE1A33EA112F5941B79C40CF16521E410CBC3E22172F5941F6687C8803531E41204FA36E1B2F5941AE0BA51BF4531E41B61509CB1E2F59410616AC95E7541E4105CA0A34212F594113919400DD551E410D0D39A7222F594161846B64D3561E4162DC1C23232F5941AF7742C8C9571E410D0D39A7222F5941BCF22A33BF581E4105CA0A34212F594114FD31ADB2591E41B61509CB1E2F5941CC9F5A40A35A1E41204FA36E1B2F59410B6C96F98F5B1E410CBC3E22172F5941460BBBE9775C1E41CE1A33EA112F59412DE173265A5D1E41113FC6CB0B2F594108CB2ECB355E1E4110BE26CD042F5941750D03FA095F1E41B8AF65F5FC2E5941178791DCD55F1E41DD8A6F4CF42E5941D545DDA498601E41DD2304DBEA2E5941B5A31B8E51611E41AFD5ADAAE02E594130197BDDFF611E4157DEB7C5D52E59410CFCDFE2A2621E4179F82337CA2E59410B6C96F939631E418D3C9F0ABE2E5941BEB9F888C4631E41F354764CB12E5941489F090542641E41CC108909A42E59414DAF01EFB1641E412F623D4F962E5941286BCFD513651E41D0D4712B882E5941FC7E895667651E41DD8A6FAC792E59413AB0D21CAC651E4119CEDBE06A2E59419F192FE3E1651E41ED43A9D75B2E5941995E4A7308661E4148D308A04C2E5941188F2EA61F661E41974B5A493D2E594161846B6427661E4162DC1CE32D2E5941
19,0103000020110F0000010000005900000031D2DE1063B01D41B1D42503B523594138E87B9960B01D411A1B3FB2B0235941D7D18A3659B01D4166BEF966AC2359413953AEF14CB01D4130C3EF26A823594134BBE7DA3BB01D411787ACF7A32359414B02820826B01D412885A5DE9F235941D6B5F4960BB01D41D33633E19B23594140D5BEA8ECAF1D41BA1A8A0498235941DED13966C9AF1D416FEAB34D94235941FBEB64FDA1AF1D41F60789C190235941D031A9A176AF1D41B32BAA648D235941BA6E968B47AF1D41E85A7A3B8A2359410B6299F814AF1D41B72E194A87235941DE9DAB2ADFAE1D4114735D94842359415476FD67A6AE1D41B624D01D8223594199719AFA6AAE1D4180D4A7E97F23594114B008302DAE1D417776C4FA7D235941C7CAE358EDAD1D41AFA1AB537C235941D2AB73C8ABAD1D41214685F67A23594143EA3FD468AD1D41A1DC18E579235941E436A0D324AD1D41B714CB2079235941A56B4A1FE0AC1D4151039CAA7823594131D2DE109BAC1D41B1D4258378235941BD38730256AC1D4151039CAA782359417E6D1D4E11AC1D41B714CB20792359411FBA7D4DCDAB1D41A1DC18E57923594190F849598AAB1D41214685F67A2359419BD9D9C848AB1D41AFA1AB537C2359414EF4B4F108AB1D417776C4FA7D235941C9322327CBAA1D4180D4A7E97F2359410E2EC0B98FAA1D41B624D01D82235941840612F756AA1D4114735D94842359415742242921AA1D41B72E194A87235941A8352796EEA91D41E85A7A3B8A23594192721480BFA91D41B32BAA648D23594167B8582494A91D41F60789C19023594184D283BB6CA91D416FEAB34D9423594122CFFE7849A91D41BA1A8A04982359418CEEC88A2AA91D41D33633E19B23594117A23B1910A91D412885A5DE9F2359412EE9D546FAA81D411787ACF7A323594129510F30E9A81D4130C3EF26A82359418BD232EBDCA81D4166BEF966AC2359412ABC4188D5A81D411A1B3FB2B023594131D2DE10D3A81D41B1D42503B52359412ABC4188D5A81D41488E0C54B92359418BD232EBDCA81D41FCEA519FBD23594129510F30E9A81D4132E65BDFC12359412EE9D546FAA81D414B229F0EC623594117A23B1910A91D413A24A627CA2359418CEEC88A2AA91D418F721825CE23594122CFFE7849A91D41A88EC101D223594184D283BB6CA91D41F3BE97B8D523594167B8582494A91D416CA1C244D923594192721480BFA91D41AF7DA1A1DC235941A8352796EEA91D417A4ED1CADF2359415742242921AA1D41AB7A32BCE2235941840612F756AA1D414E36EE71E52359410E2EC0B98FAA1D41AC847BE8E7235941C9322327CBAA1D41E2D4A31CEA2359414EF4B4F108AB1D41EB32870BEC2359419BD9D9C848AB1D41B307A0B2ED23594190F849598AAB1D414163C60FEF2359411FBA7D4DCDAB1D41C1CC3221F02359417E6D1D4E11AC1D41AB9480E5F0235941BD38730256AC1D4111A6AF5BF123594131D2DE109BAC1D41B1D42583F1235941A56B4A1FE0AC1D4111A6AF5BF1235941E436A0D324AD1D41AB9480E5F023594143EA3FD468AD1D41C1CC3221F0235941D2AB73C8ABAD1D414163C60FEF235941C7CAE358EDAD1D41B307A0B2ED23594114B008302DAE1D41EB32870BEC23594199719AFA6AAE1D41E2D4A31CEA2359415476FD67A6AE1D41AC847BE8E7235941DE9DAB2ADFAE1D414E36EE71E52359410B6299F814AF1D41AB7A32BCE2235941BA6E968B47AF1D417A4ED1CADF235941D031A9A176AF1D41AF7DA1A1DC235941FBEB64FDA1AF1D416CA1C244D9235941DED13966C9AF1D41F3BE97B8D523594140D5BEA8ECAF1D41A88EC101D2235941D6B5F4960BB01D418F721825CE2359414B02820826B01D413A24A627CA23594134BBE7DA3BB01D414B229F0EC62359413953AEF14CB01D4132E65BDFC1235941D7D18A3659B01D41FCEA519FBD23594138E87B9960B01D41488E0C54B923594131D2DE1063B01D41B1D42503B5235941
20,0103000020110F000001000000110000006D4F151758031E41D9D54989901F5941BC7E230201031E41A29FA62C751F5941B21F340509021E41D5E867FA5D1F5941DFB248E195001E41E4F2987A4E1F59416D4F1517E0FE1D41D9D54909491F5941FBEBE14C2AFD1D41E4F2987A4E1F5941287FF628B7FB1D41D5E867FA5D1F59411E20072CBFFA1D41A29FA62C751F59416D4F151768FA1D41D9D54989901F59411E20072CBFFA1D41100CEDE5AB1F5941287FF628B7FB1D41DDC22B18C31F5941FBEBE14C2AFD1D41CEB8FA97D21F59416D4F1517E0FE1D41D9D54909D81F5941DFB248E195001E41CEB8FA97D21F5941B21F340509021E41DDC22B18C31F5941BC7E230201031E41100CEDE5AB1F59416D4F151758031E41D9D54989901F5941
21,0103000020110F000001000000110000004AB19224C9131E41CF1E37C39C2D594106C7FF812A131E4196D904EB6A2D59416884DEC066111E419D6172A9402D5941E104B7A7C20E1E41734D606D242D59414AB19224A50B1E41CF1E37831A2D5941B35D6EA187081E41734D606D242D59412CDE4688E3051E419D6172A9402D59418E9B25C71F041E4196D904EB6A2D59414AB1922481031E41CF1E37C39C2D59418E9B25C71F041E410864699BCE2D59412CDE4688E3051E4101DCFBDCF82D5941B35D6EA187081E412BF00D19152E59414AB19224A50B1E41CF1E37031F2E5941E104B7A7C20E1E412BF00D19152E59416884DEC066111E4101DCFBDCF82D594106C7FF812A131E410864699BCE2D59414AB19224C9131E41CF1E37C39C2D5941
22,0103000020110F0000010000001D000000C96A6408C27C1D41C6EF6505EE2A594113D716F7647C1D4152546F65BA2A5941EF5AE16D527B1D410AD72C5C892A59417271F53098791D415085175F5D2A594131124B6D4C771D415BDFDCA2382A59418AF6F59B8C741D41C4200EFF1C2A59410B22CE077C711D4101C97AD60B2A5941C96A6408426E1D41C6EF6505062A594187B3FA08086B1D4101C97AD60B2A594108DFD274F7671D41C4200EFF1C2A594161C37DA337651D415BDFDCA2382A59412064D3DFEB621D415085175F5D2A5941A37AE7A231611D410AD72C5C892A59417FFEB1191F601D4152546F65BA2A5941C96A6408C25F1D41C6EF6505EE2A59417FFEB1191F601D413A8B5CA5212B5941A37AE7A231611D4182089FAE522B59412064D3DFEB621D413C5AB4AB7E2B594161C37DA337651D413100EF67A32B594108DFD274F7671D41C8BEBD0BBF2B594187B3FA08086B1D418B165134D02B5941C96A6408426E1D41C6EF6505D62B59410B22CE077C711D418B165134D02B59418AF6F59B8C741D41C8BEBD0BBF2B594131124B6D4C771D413100EF67A32B59417271F53098791D413C5AB4AB7E2B5941EF5AE16D527B1D4182089FAE522B594113D716F7647C1D413A8B5CA5212B5941C96A6408C27C1D41C6EF6505EE2A5941
23,0103000020110F0000010000001D000000B1EC4A7DFE6B1D41262CA7ACBD2C59417916129BBE6B1D41B869EB3C9A2C5941923C7928026B1D4172AB1494782C5941A4329698D2691D41BA8438625A2C5941776335243F681D41C777F22A412C5941EFF772065C661D412847F4312E2C59419613077941641D418AB9CA6A222C5941B1EC4A7D0A621D41262CA76C1E2C5941CCC58E81D35F1D418AB9CA6A222C594173E122F4B85D1D412847F4312E2C5941EB7560D6D55B1D41C777F22A412C5941BEA6FF61425A1D41BA8438625A2C5941D09C1CD212591D4172AB1494782C5941E9C2835F56581D41B869EB3C9A2C5941B1EC4A7D16581D41262CA7ACBD2C5941E9C2835F56581D4194EE621CE12C5941D09C1CD212591D41DAAC39C5022D5941BEA6FF61425A1D4192D315F7202D5941EB7560D6D55B1D4185E05B2E3A2D594173E122F4B85D1D4124115A274D2D5941CCC58E81D35F1D41C29E83EE582D5941B1EC4A7D0A621D41262CA7EC5C2D59419613077941641D41C29E83EE582D5941EFF772065C661D4124115A274D2D5941776335243F681D4185E05B2E3A2D5941A4329698D2691D4192D315F7202D5941923C7928026B1D41DAAC39C5022D59417916129BBE6B1D4194EE621CE12C5941B1EC4A7DFE6B1D41262CA7ACBD2C5941
24,0103000020110F0000010000003D0000004FF3E78425B21D41FB4A39206E2959415B13CCCC14B21D4150CFE32F5A29594183415DD3E2B11D41C6E87A7746295941E460C62490B11D417F514E2E33295941BF45EFA81DB11D418EC5758A202959413543F2A08CB01D41FB4A39C00E2959410C8B97A3DEAF1D41678E7E01FE285941963DE09815AF1D4194EF3C7DEE285941C6A9ADB433AE1D4157C6F95EE028594188BC93703BAD1D417F514ECED32859414FF3E7842FAC1D41FDA578EEC8285941224A20E112AB1D41D4D5F8DDBF2859410C8B97A3E8A91D4122643BB6B82859419D16CE10B4A81D4118F6518BB328594102AE3F8A78A71D41FA08BB6BB02859414FF3E78439A61D41FB4A3960AF2859419C38907FFAA41D41FA08BB6BB028594101D001F9BEA31D4118F6518BB3285941925B38668AA21D4122643BB6B82859417C9CAF2860A11D41D4D5F8DDBF2859414FF3E78443A01D41FDA578EEC8285941162A3C99379F1D417F514ECED3285941D83C22553F9E1D4157C6F95EE028594108A9EF705D9D1D4194EF3C7DEE285941925B3866949C1D41678E7E01FE28594169A3DD68E69B1D41FB4A39C00E295941DFA0E060559B1D418EC5758A20295941BA8509E5E29A1D417F514E2E332959411BA57236909A1D41C6E87A774629594143D3033D5E9A1D4150CFE32F5A2959414FF3E7844D9A1D41FB4A39206E29594143D3033D5E9A1D41A6C68E10822959411BA57236909A1D4130ADF7C895295941BA8509E5E29A1D4177442412A9295941DFA0E060559B1D4168D0FCB5BB29594169A3DD68E69B1D41FB4A3980CD295941925B3866949C1D418F07F43EDE29594108A9EF705D9D1D4162A635C3ED295941D83C22553F9E1D419FCF78E1FB295941162A3C99379F1D4177442472082A59414FF3E78443A01D41F9EFF951132A59417C9CAF2860A11D4122C079621C2A5941925B38668AA21D41D431378A232A594101D001F9BEA31D41DE9F20B5282A59419C38907FFAA41D41FC8CB7D42B2A59414FF3E78439A61D41FB4A39E02C2A594102AE3F8A78A71D41FC8CB7D42B2A59419D16CE10B4A81D41DE9F20B5282A59410C8B97A3E8A91D41D431378A232A5941224A20E112AB1D4122C079621C2A59414FF3E7842FAC1D41F9EFF951132A594188BC93703BAD1D4177442472082A5941C6A9ADB433AE1D419FCF78E1FB295941963DE09815AF1D4162A635C3ED2959410C8B97A3DEAF1D418F07F43EDE2959413543F2A08CB01D41FB4A3980CD295941BF45EFA81DB11D4168D0FCB5BB295941E460C62490B11D4177442412A929594183415DD3E2B11D4130ADF7C8952959415B13CCCC14B21D41A6C68E10822959414FF3E78425B21D41FB4A39206E295941
25,0103000020110F00000100000025000000585A8489E1291E411BE3389DCD2D59410FD3B140BB291E41034ABA43B22D59411F41059049291E414F54F8BE972D59418253D3EB8F281E411BE338DD7E2D59419EAF1BF893271E415B9A0660682D594154E6A85C5D261E41C76D4FF6542D5941585A8489F5241E4188F31337452D594114478D6D67231E41AFD4D09C392D5941D9EB6D21BF211E41900BC681322D5941585A848909201E411BE3381D302D5941D7C89AF1531E1E41900BC681322D59419C6D7BA5AB1C1E41AFD4D09C392D5941585A84891D1B1E4188F31337452D59415CCE5FB6B5191E41C76D4FF6542D59411205ED1A7F181E415B9A0660682D59412E61352783171E411BE338DD7E2D594191730383C9161E414F54F8BE972D5941A1E156D257161E41034ABA43B22D5941585A848931161E411BE3389DCD2D5941A1E156D257161E41337CB7F6E82D594191730383C9161E41E771797B032E59412E61352783171E411BE3385D1C2E59411205ED1A7F181E41DB2B6BDA322E59415CCE5FB6B5191E416F582244462E5941585A84891D1B1E41AED25D03562E59419C6D7BA5AB1C1E4187F1A09D612E5941D7C89AF1531E1E41A6BAABB8682E5941585A848909201E411BE3381D6B2E5941D9EB6D21BF211E41A6BAABB8682E594114478D6D67231E4187F1A09D612E5941585A8489F5241E41AED25D03562E594154E6A85C5D261E416F582244462E59419EAF1BF893271E41DB2B6BDA322E59418253D3EB8F281E411BE3385D1C2E59411F41059049291E41E771797B032E59410FD3B140BB291E41337CB7F6E82D5941585A8489E1291E411BE3389DCD2D5941
26,0103000020110F000001000000450000005E8CD16DE26C1D41CBB672E554315941D0AE5B63E16C1D414B803B7D533159412C104046DE6C1D41330917185231594169A74B1DD96C1D41965A11B950315941028EC3F3D16C1D41801F29634F31594196624CD9C86C1D41821A49194E3159416E1EC8E1BD6C1D41ADC641DE4C31594174A82A25B16C1D41F931C3B44B315941858445BFA26C1D417C1E579F4A3159414E118BCF926C1D4149775BA0493159417DD9C978816C1D410A25FDB948315941378EE0E06E6C1D41AA4D33EE47315941E8506B305B6C1D416809BB3E473159410D016B92466C1D41B19613AD46315941B44FE733316C1D411A157B3A46315941D7658C431B6C1D418ECEEBE7453159415CF444F1046C1D41A4141AB6453159415E8CD16DEE6B1D41CBB672A54531594160245EEAD76B1D41A4141AB645315941E5B21698C16B1D418ECEEBE74531594108C9BBA7AB6B1D411A157B3A46315941AF173849966B1D41B19613AD46315941D4C737AB816B1D416809BB3E47315941858AC2FA6D6B1D41AA4D33EE473159413F3FD9625B6B1D410A25FDB9483159416E07180C4A6B1D4149775BA04931594137945D1C3A6B1D417C1E579F4A315941487078B62B6B1D41F931C3B44B3159414EFADAF91E6B1D41ADC641DE4C31594126B65602146B1D41821A49194E315941BA8ADFE70A6B1D41801F29634F315941537157BE036B1D41965A11B95031594190086395FE6A1D413309171852315941EC694778FB6A1D414B803B7D533159415E8CD16DFA6A1D41CBB672E554315941EC694778FB6A1D414BEDA94D5631594190086395FE6A1D416364CEB257315941537157BE036B1D410013D41159315941BA8ADFE70A6B1D41164EBC675A31594126B65602146B1D4114539CB15B3159414EFADAF91E6B1D41E9A6A3EC5C315941487078B62B6B1D419D3B22165E31594137945D1C3A6B1D411A4F8E2B5F3159416E07180C4A6B1D414DF6892A603159413F3FD9625B6B1D418C48E81061315941858AC2FA6D6B1D41EC1FB2DC61315941D4C737AB816B1D412E642A8C62315941AF173849966B1D41E5D6D11D6331594108C9BBA7AB6B1D417C586A9063315941E5B21698C16B1D41089FF9E26331594160245EEAD76B1D41F258CB14643159415E8CD16DEE6B1D41CBB67225643159415CF444F1046C1D41F258CB1464315941D7658C431B6C1D41089FF9E263315941B44FE733316C1D417C586A90633159410D016B92466C1D41E5D6D11D63315941E8506B305B6C1D412E642A8C62315941378EE0E06E6C1D41EC1FB2DC613159417DD9C978816C1D418C48E810613159414E118BCF926C1D414DF6892A60315941858445BFA26C1D411A4F8E2B5F31594174A82A25B16C1D419D3B22165E3159416E1EC8E1BD6C1D41E9A6A3EC5C31594196624CD9C86C1D4114539CB15B315941028EC3F3D16C1D41164EBC675A31594169A74B1DD96C1D410013D411593159412C104046DE6C1D416364CEB257315941D0AE5B63E16C1D414BEDA94D563159415E8CD16DE26C1D41CBB672E554315941
